0,1
1,1
2,1
3,0
4,1
5,0
6,0
7,0
8,1
9,0
10,1
11,1
12,1
13,0
14,0
15,0
16,1
17,0
18,1
19,0
20,0
21,1
22,1
23,1
24,0
25,0
26,0
27,0
28,1
29,0
30,1
31,1
32,0
33,0
34,0
35,1
36,1
37,0
38,0
39,1
40,0
41,0
42,1
43,1
44,0
45,1
46,0
47,0
48,0
49,0
50,0
51,0
52,1
53,1
54,0
55,1
56,1
57,1
58,1
59,1
60,1
61,1
62,1
63,0
64,1
65,0
66,0
67,1
68,1
69,1
70,1
71,1
72,0
73,0
74,0
75,1
76,0
77,1
78,1
79,0
80,0
81,0
82,1
83,0
84,1
85,1
86,1
87,1
88,1
89,1
90,0
91,0
92,1
93,0
94,1
95,0
96,0
97,1
98,1
99,0
100,0
101,0
102,0
103,0
104,0
105,1
106,0
107,0
108,1
109,1
110,0
111,1
112,0
113,1
114,1
115,0
116,0
117,1
118,0
119,1
120,1
121,0
122,1
123,1
124,1
125,0
126,1
127,1
128,0
129,0
130,0
131,0
132,1
133,0
134,1
135,1
136,1
137,1
138,1
139,0
140,1
141,0
142,1
143,0
144,1
145,1
146,0
147,0
148,1
149,1
150,1
151,0
152,1
153,1
154,0
155,0
156,1
157,0
158,1
159,0
160,0
161,1
162,1
163,0
164,0
165,0
166,1
167,0
168,1
169,0
170,1
171,1
172,1
173,0
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,0
184,1
185,0
186,0
187,1
188,1
189,1
190,1
191,1
192,0
193,0
194,1
195,1
196,1
197,0
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,0
206,0
207,0
208,1
209,1
210,0
211,0
212,1
213,1
214,1
215,1
216,0
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,1
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,0
233,1
234,1
235,1
236,0
237,0
238,1
239,0
240,0
241,1
242,1
243,0
244,0
245,1
246,1
247,0
248,0
249,1
250,1
251,0
252,1
253,1
254,1
255,1
256,1
257,0
258,1
259,0
260,0
261,1
262,0
263,0
264,0
265,1
266,0
267,0
268,1
269,0
270,0
271,0
272,0
273,0
274,0
275,1
276,0
277,1
278,0
279,0
280,1
281,1
282,1
283,0
284,0
285,1
286,1
287,0
288,1
289,1
290,0
291,0
292,0
293,1
294,0
295,0
296,0
297,1
298,1
299,0
300,1
301,0
302,1
303,1
304,1
305,1
306,1
307,1
308,0
309,1
310,0
311,0
312,0
313,0
314,0
315,0
316,0
317,1
318,0
319,0
320,1
321,0
322,0
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,1
333,1
334,0
335,0
336,1
337,1
338,0
339,0
340,0
341,0
342,0
343,0
344,1
345,0
346,1
347,0
348,0
349,1
350,1
351,0
352,1
353,0
354,0
355,0
356,1
357,1
358,0
359,0
360,0
361,1
362,0
363,1
364,1
365,1
366,1
367,1
368,1
369,0
370,1
371,0
372,1
373,0
374,0
375,0
376,1
377,0
378,1
379,0
380,0
381,0
382,1
383,1
384,1
385,1
386,1
387,0
388,1
389,0
390,1
391,0
392,0
393,1
394,0
395,1
396,1
397,0
398,0
399,1
400,1
401,1
402,1
403,1
404,0
405,0
406,0
407,1
408,1
409,0
410,0
411,0
412,1
413,1
414,0
415,1
416,1
417,0
418,1
419,1
420,0
421,1
422,0
423,1
424,1
425,0
426,1
427,0
428,1
429,1
430,0
431,0
432,1
433,0
434,0
435,1
436,0
437,0
438,1
439,0
440,1
441,0
442,0
443,1
444,1
445,1
446,1
447,1
448,1
449,1
450,0
451,1
452,1
453,1
454,1
455,0
456,0
457,0
458,0
459,1
460,0
461,0
462,0
463,0
464,1
465,1
466,0
467,0
468,1
469,1
470,1
471,1
472,0
473,0
474,1
475,0
476,1
477,0
478,1
479,1
480,0
481,0
482,1
483,0
484,1
485,1
486,1
487,0
488,0
489,0
490,1
491,1
492,1
493,1
494,0
495,0
496,0
497,0
498,1
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,1
508,0
509,1
510,0
511,1
512,0
513,1
514,1
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,1
523,0
524,1
525,1
526,0
527,0
528,1
529,1
530,1
531,1
532,0
533,0
534,0
535,1
536,1
537,0
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,0
546,0
547,1
548,1
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,1
557,1
558,0
559,1
560,0
561,1
562,0
563,1
564,0
565,0
566,1
567,1
568,0
569,0
570,1
571,1
572,0
573,1
574,0
575,1
576,1
577,1
578,1
579,0
580,1
581,0
582,0
583,0
584,1
585,1
586,1
587,0
588,0
589,1
590,0
591,1
592,0
593,1
594,0
595,1
596,0
597,1
598,0
599,1
600,1
601,1
602,1
603,1
604,0
605,1
606,1
607,1
608,1
609,0
610,1
611,1
612,1
613,1
614,0
615,1
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,0
624,0
625,0
626,0
627,1
628,0
629,1
630,1
631,0
632,0
633,1
634,1
635,0
636,0
637,0
638,1
639,0
640,1
641,0
642,1
643,0
644,0
645,0
646,1
647,0
648,1
649,0
650,0
651,1
652,1
653,0
654,1
655,1
656,1
657,1
658,0
659,0
660,0
661,1
662,0
663,0
664,1
665,1
666,1
667,1
668,1
669,1
670,1
671,0
672,0
673,0
674,0
675,0
676,1
677,0
678,1
679,0
680,0
681,0
682,0
683,0
684,0
685,1
686,0
687,0
688,0
689,1
690,0
691,0
692,0
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,1
701,0
702,1
703,0
704,0
705,1
706,1
707,1
708,1
709,0
710,1
711,0
712,1
713,0
714,1
715,1
716,0
717,0
718,0
719,1
720,0
721,1
722,0
723,1
724,0
725,1
726,0
727,0
728,0
729,1
730,1
731,0
732,0
733,0
734,0
735,1
736,1
737,1
738,1
739,0
740,0
741,1
742,0
743,1
744,0
745,0
746,0
747,1
748,1
749,1
750,1
751,1
752,0
753,0
754,0
755,0
756,1
757,0
758,0
759,0
760,0
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,0
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,0
778,1
779,1
780,1
781,1
782,1
783,0
784,1
785,0
786,0
787,1
788,0
789,0
790,0
791,1
792,0
793,1
794,1
795,0
796,0
797,1
798,0
799,0
800,0
801,0
802,0
803,1
804,1
805,1
806,1
807,1
808,1
809,1
810,0
811,1
812,0
813,1
